"region";"statistikkvariabel";"tid";"Folkemengd og kvartalsvise endringar, etter region, statistikkvariabel og tid"
"0632 Rollag";"Fødde";"2015K4";5
"0632 Rollag";"Døde";"2015K4";4
"0632 Rollag";"Fødselsoverskot";"2015K4";1
"0632 Rollag";"Innvandring";"2015K4";2
"0632 Rollag";"Utvandring";"2015K4";0
"0632 Rollag";"Innflytting, innalandsk";"2015K4";21
"0632 Rollag";"Utflytting, innalandsk";"2015K4";6
"0632 Rollag";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";17
"0632 Rollag";"Folkevekst";"2015K4";18
"0632 Rollag";"Folketalet ved utgangen av kvartalet";"2015K4";1404
"0633 Nore og Uvdal";"Folketalet ved inngangen av kvartalet";"2015K4";2552
"0633 Nore og Uvdal";"Fødde";"2015K4";3
"0633 Nore og Uvdal";"Døde";"2015K4";11
"0633 Nore og Uvdal";"Fødselsoverskot";"2015K4";-8
"0633 Nore og Uvdal";"Innvandring";"2015K4";7
"0633 Nore og Uvdal";"Utvandring";"2015K4";1
"0633 Nore og Uvdal";"Innflytting, innalandsk";"2015K4";20
"0633 Nore og Uvdal";"Utflytting, innalandsk";"2015K4";22
"0633 Nore og Uvdal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";4
"0633 Nore og Uvdal";"Folkevekst";"2015K4";-4
"0633 Nore og Uvdal";"Folketalet ved utgangen av kvartalet";"2015K4";2548
"0701 Horten";"Folketalet ved inngangen av kvartalet";"2015K4";27084
"0701 Horten";"Fødde";"2015K4";58
"0701 Horten";"Døde";"2015K4";61
"0701 Horten";"Fødselsoverskot";"2015K4";-3
"0701 Horten";"Innvandring";"2015K4";76
"0701 Horten";"Utvandring";"2015K4";25
"0701 Horten";"Innflytting, innalandsk";"2015K4";300
"0701 Horten";"Utflytting, innalandsk";"2015K4";257
"0701 Horten";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";94
"0701 Horten";"Folkevekst";"2015K4";94
"0701 Horten";"Folketalet ved utgangen av kvartalet";"2015K4";27178
"0702 Holmestrand";"Folketalet ved inngangen av kvartalet";"2015K4";10757
"0702 Holmestrand";"Fødde";"2015K4";21
"0702 Holmestrand";"Døde";"2015K4";27
"0702 Holmestrand";"Fødselsoverskot";"2015K4";-6
"0702 Holmestrand";"Innvandring";"2015K4";24
"0702 Holmestrand";"Utvandring";"2015K4";8
"0702 Holmestrand";"Innflytting, innalandsk";"2015K4";121
"0702 Holmestrand";"Utflytting, innalandsk";"2015K4";150
"0702 Holmestrand";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-13
"0702 Holmestrand";"Folkevekst";"2015K4";-16
"0702 Holmestrand";"Folketalet ved utgangen av kvartalet";"2015K4";10741
"0704 Tønsberg";"Folketalet ved inngangen av kvartalet";"2015K4";42179
"0704 Tønsberg";"Fødde";"2015K4";92
"0704 Tønsberg";"Døde";"2015K4";113
"0704 Tønsberg";"Fødselsoverskot";"2015K4";-21
"0704 Tønsberg";"Innvandring";"2015K4";136
"0704 Tønsberg";"Utvandring";"2015K4";57
"0704 Tønsberg";"Innflytting, innalandsk";"2015K4";550
"0704 Tønsberg";"Utflytting, innalandsk";"2015K4";518
"0704 Tønsberg";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";111
"0704 Tønsberg";"Folkevekst";"2015K4";97
"0704 Tønsberg";"Folketalet ved utgangen av kvartalet";"2015K4";42276
"0706 Sandefjord";"Folketalet ved inngangen av kvartalet";"2015K4";45689
"0706 Sandefjord";"Fødde";"2015K4";97
"0706 Sandefjord";"Døde";"2015K4";97
"0706 Sandefjord";"Fødselsoverskot";"2015K4";0
"0706 Sandefjord";"Innvandring";"2015K4";126
"0706 Sandefjord";"Utvandring";"2015K4";85
"0706 Sandefjord";"Innflytting, innalandsk";"2015K4";451
"0706 Sandefjord";"Utflytting, innalandsk";"2015K4";367
"0706 Sandefjord";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";125
"0706 Sandefjord";"Folkevekst";"2015K4";131
"0706 Sandefjord";"Folketalet ved utgangen av kvartalet";"2015K4";45820
"0709 Larvik";"Folketalet ved inngangen av kvartalet";"2015K4";43771
"0709 Larvik";"Fødde";"2015K4";113
"0709 Larvik";"Døde";"2015K4";107
"0709 Larvik";"Fødselsoverskot";"2015K4";6
"0709 Larvik";"Innvandring";"2015K4";111
"0709 Larvik";"Utvandring";"2015K4";49
"0709 Larvik";"Innflytting, innalandsk";"2015K4";309
"0709 Larvik";"Utflytting, innalandsk";"2015K4";282
"0709 Larvik";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";89
"0709 Larvik";"Folkevekst";"2015K4";96
"0709 Larvik";"Folketalet ved utgangen av kvartalet";"2015K4";43867
"0711 Svelvik";"Folketalet ved inngangen av kvartalet";"2015K4";6593
"0711 Svelvik";"Fødde";"2015K4";11
"0711 Svelvik";"Døde";"2015K4";9
"0711 Svelvik";"Fødselsoverskot";"2015K4";2
"0711 Svelvik";"Innvandring";"2015K4";11
"0711 Svelvik";"Utvandring";"2015K4";6
"0711 Svelvik";"Innflytting, innalandsk";"2015K4";103
"0711 Svelvik";"Utflytting, innalandsk";"2015K4";98
"0711 Svelvik";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";10
"0711 Svelvik";"Folkevekst";"2015K4";11
"0711 Svelvik";"Folketalet ved utgangen av kvartalet";"2015K4";6604
"0713 Sande (Vestf.)";"Folketalet ved inngangen av kvartalet";"2015K4";9253
"0713 Sande (Vestf.)";"Fødde";"2015K4";23
"0713 Sande (Vestf.)";"Døde";"2015K4";21
"0713 Sande (Vestf.)";"Fødselsoverskot";"2015K4";2
"0713 Sande (Vestf.)";"Innvandring";"2015K4";6
"0713 Sande (Vestf.)";"Utvandring";"2015K4";5
"0713 Sande (Vestf.)";"Innflytting, innalandsk";"2015K4";158
"0713 Sande (Vestf.)";"Utflytting, innalandsk";"2015K4";117
"0713 Sande (Vestf.)";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";42
"0713 Sande (Vestf.)";"Folkevekst";"2015K4";44
"0713 Sande (Vestf.)";"Folketalet ved utgangen av kvartalet";"2015K4";9297
"0714 Hof";"Folketalet ved inngangen av kvartalet";"2015K4";3161
"0714 Hof";"Fødde";"2015K4";5
"0714 Hof";"Døde";"2015K4";6
"0714 Hof";"Fødselsoverskot";"2015K4";-1
"0714 Hof";"Innvandring";"2015K4";5
"0714 Hof";"Utvandring";"2015K4";1
"0714 Hof";"Innflytting, innalandsk";"2015K4";46
"0714 Hof";"Utflytting, innalandsk";"2015K4";48
"0714 Hof";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";2
"0714 Hof";"Folkevekst";"2015K4";2
"0714 Hof";"Folketalet ved utgangen av kvartalet";"2015K4";3163
"0716 Re";"Folketalet ved inngangen av kvartalet";"2015K4";9308
"0716 Re";"Fødde";"2015K4";27
"0716 Re";"Døde";"2015K4";14
"0716 Re";"Fødselsoverskot";"2015K4";13
"0716 Re";"Innvandring";"2015K4";12
"0716 Re";"Utvandring";"2015K4";6
"0716 Re";"Innflytting, innalandsk";"2015K4";135
"0716 Re";"Utflytting, innalandsk";"2015K4";107
"0716 Re";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";34
"0716 Re";"Folkevekst";"2015K4";53
"0716 Re";"Folketalet ved utgangen av kvartalet";"2015K4";9361
"0719 Andebu";"Folketalet ved inngangen av kvartalet";"2015K4";5904
"0719 Andebu";"Fødde";"2015K4";13
"0719 Andebu";"Døde";"2015K4";5
"0719 Andebu";"Fødselsoverskot";"2015K4";8
"0719 Andebu";"Innvandring";"2015K4";12
"0719 Andebu";"Utvandring";"2015K4";8
"0719 Andebu";"Innflytting, innalandsk";"2015K4";87
"0719 Andebu";"Utflytting, innalandsk";"2015K4";66
"0719 Andebu";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";25
"0719 Andebu";"Folkevekst";"2015K4";33
"0719 Andebu";"Folketalet ved utgangen av kvartalet";"2015K4";5937
"0720 Stokke";"Folketalet ved inngangen av kvartalet";"2015K4";11612
"0720 Stokke";"Fødde";"2015K4";34
"0720 Stokke";"Døde";"2015K4";26
"0720 Stokke";"Fødselsoverskot";"2015K4";8
"0720 Stokke";"Innvandring";"2015K4";35
"0720 Stokke";"Utvandring";"2015K4";17
"0720 Stokke";"Innflytting, innalandsk";"2015K4";193
"0720 Stokke";"Utflytting, innalandsk";"2015K4";175
"0720 Stokke";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";36
"0720 Stokke";"Folkevekst";"2015K4";45
"0720 Stokke";"Folketalet ved utgangen av kvartalet";"2015K4";11657
"0722 Nøtterøy";"Folketalet ved inngangen av kvartalet";"2015K4";21587
"0722 Nøtterøy";"Fødde";"2015K4";43
"0722 Nøtterøy";"Døde";"2015K4";47
"0722 Nøtterøy";"Fødselsoverskot";"2015K4";-4
"0722 Nøtterøy";"Innvandring";"2015K4";36
"0722 Nøtterøy";"Utvandring";"2015K4";20
"0722 Nøtterøy";"Innflytting, innalandsk";"2015K4";323
"0722 Nøtterøy";"Utflytting, innalandsk";"2015K4";304
"0722 Nøtterøy";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";35
"0722 Nøtterøy";"Folkevekst";"2015K4";34
"0722 Nøtterøy";"Folketalet ved utgangen av kvartalet";"2015K4";21621
"0723 Tjøme";"Folketalet ved inngangen av kvartalet";"2015K4";4991
"0723 Tjøme";"Fødde";"2015K4";9
"0723 Tjøme";"Døde";"2015K4";16
"0723 Tjøme";"Fødselsoverskot";"2015K4";-7
"0723 Tjøme";"Innvandring";"2015K4";11
"0723 Tjøme";"Utvandring";"2015K4";11
"0723 Tjøme";"Innflytting, innalandsk";"2015K4";64
"0723 Tjøme";"Utflytting, innalandsk";"2015K4";78
"0723 Tjøme";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-14
"0723 Tjøme";"Folkevekst";"2015K4";-20
"0723 Tjøme";"Folketalet ved utgangen av kvartalet";"2015K4";4971
"0728 Lardal";"Folketalet ved inngangen av kvartalet";"2015K4";2472
"0728 Lardal";"Fødde";"2015K4";9
"0728 Lardal";"Døde";"2015K4";3
"0728 Lardal";"Fødselsoverskot";"2015K4";6
"0728 Lardal";"Innvandring";"2015K4";0
"0728 Lardal";"Utvandring";"2015K4";0
"0728 Lardal";"Innflytting, innalandsk";"2015K4";35
"0728 Lardal";"Utflytting, innalandsk";"2015K4";40
"0728 Lardal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-5
"0728 Lardal";"Folkevekst";"2015K4";2
"0728 Lardal";"Folketalet ved utgangen av kvartalet";"2015K4";2474
"0805 Porsgrunn";"Folketalet ved inngangen av kvartalet";"2015K4";35896
"0805 Porsgrunn";"Fødde";"2015K4";70
"0805 Porsgrunn";"Døde";"2015K4";95
"0805 Porsgrunn";"Fødselsoverskot";"2015K4";-25
"0805 Porsgrunn";"Innvandring";"2015K4";72
"0805 Porsgrunn";"Utvandring";"2015K4";64
"0805 Porsgrunn";"Innflytting, innalandsk";"2015K4";445
"0805 Porsgrunn";"Utflytting, innalandsk";"2015K4";374
"0805 Porsgrunn";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";79
"0805 Porsgrunn";"Folkevekst";"2015K4";59
"0805 Porsgrunn";"Folketalet ved utgangen av kvartalet";"2015K4";35955
"0806 Skien";"Folketalet ved inngangen av kvartalet";"2015K4";53919
"0806 Skien";"Fødde";"2015K4";121
"0806 Skien";"Døde";"2015K4";128
"0806 Skien";"Fødselsoverskot";"2015K4";-7
"0806 Skien";"Innvandring";"2015K4";129
"0806 Skien";"Utvandring";"2015K4";62
"0806 Skien";"Innflytting, innalandsk";"2015K4";476
"0806 Skien";"Utflytting, innalandsk";"2015K4";512
"0806 Skien";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";31
"0806 Skien";"Folkevekst";"2015K4";33
"0806 Skien";"Folketalet ved utgangen av kvartalet";"2015K4";53952
"0807 Notodden";"Folketalet ved inngangen av kvartalet";"2015K4";12715
"0807 Notodden";"Fødde";"2015K4";33
"0807 Notodden";"Døde";"2015K4";43
"0807 Notodden";"Fødselsoverskot";"2015K4";-10
"0807 Notodden";"Innvandring";"2015K4";16
"0807 Notodden";"Utvandring";"2015K4";2
"0807 Notodden";"Innflytting, innalandsk";"2015K4";77
"0807 Notodden";"Utflytting, innalandsk";"2015K4";79
"0807 Notodden";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";12
"0807 Notodden";"Folkevekst";"2015K4";2
"0807 Notodden";"Folketalet ved utgangen av kvartalet";"2015K4";12717
"0811 Siljan";"Folketalet ved inngangen av kvartalet";"2015K4";2337
"0811 Siljan";"Fødde";"2015K4";5
"0811 Siljan";"Døde";"2015K4";6
"0811 Siljan";"Fødselsoverskot";"2015K4";-1
"0811 Siljan";"Innvandring";"2015K4";6
"0811 Siljan";"Utvandring";"2015K4";0
"0811 Siljan";"Innflytting, innalandsk";"2015K4";26
"0811 Siljan";"Utflytting, innalandsk";"2015K4";34
"0811 Siljan";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-2
"0811 Siljan";"Folkevekst";"2015K4";-2
"0811 Siljan";"Folketalet ved utgangen av kvartalet";"2015K4";2335
"0814 Bamble";"Folketalet ved inngangen av kvartalet";"2015K4";14101
"0814 Bamble";"Fødde";"2015K4";19
"0814 Bamble";"Døde";"2015K4";31
"0814 Bamble";"Fødselsoverskot";"2015K4";-12
"0814 Bamble";"Innvandring";"2015K4";12
"0814 Bamble";"Utvandring";"2015K4";8
"0814 Bamble";"Innflytting, innalandsk";"2015K4";137
"0814 Bamble";"Utflytting, innalandsk";"2015K4";142
"0814 Bamble";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-1
"0814 Bamble";"Folkevekst";"2015K4";-13
"0814 Bamble";"Folketalet ved utgangen av kvartalet";"2015K4";14088
"0815 Kragerø";"Folketalet ved inngangen av kvartalet";"2015K4";10615
"0815 Kragerø";"Fødde";"2015K4";23
"0815 Kragerø";"Døde";"2015K4";35
"0815 Kragerø";"Fødselsoverskot";"2015K4";-12
"0815 Kragerø";"Innvandring";"2015K4";17
"0815 Kragerø";"Utvandring";"2015K4";4
"0815 Kragerø";"Innflytting, innalandsk";"2015K4";64
"0815 Kragerø";"Utflytting, innalandsk";"2015K4";72
"0815 Kragerø";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";5
"0815 Kragerø";"Folkevekst";"2015K4";-8
"0815 Kragerø";"Folketalet ved utgangen av kvartalet";"2015K4";10607
"0817 Drangedal";"Folketalet ved inngangen av kvartalet";"2015K4";4148
"0817 Drangedal";"Fødde";"2015K4";5
"0817 Drangedal";"Døde";"2015K4";13
"0817 Drangedal";"Fødselsoverskot";"2015K4";-8
"0817 Drangedal";"Innvandring";"2015K4";12
"0817 Drangedal";"Utvandring";"2015K4";4
"0817 Drangedal";"Innflytting, innalandsk";"2015K4";25
"0817 Drangedal";"Utflytting, innalandsk";"2015K4";39
"0817 Drangedal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-6
"0817 Drangedal";"Folkevekst";"2015K4";-12
"0817 Drangedal";"Folketalet ved utgangen av kvartalet";"2015K4";4136
"0819 Nome";"Folketalet ved inngangen av kvartalet";"2015K4";6536
"0819 Nome";"Fødde";"2015K4";12
"0819 Nome";"Døde";"2015K4";20
"0819 Nome";"Fødselsoverskot";"2015K4";-8
"0819 Nome";"Innvandring";"2015K4";25
"0819 Nome";"Utvandring";"2015K4";5
"0819 Nome";"Innflytting, innalandsk";"2015K4";66
"0819 Nome";"Utflytting, innalandsk";"2015K4";80
"0819 Nome";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";6
"0819 Nome";"Folkevekst";"2015K4";-2
"0819 Nome";"Folketalet ved utgangen av kvartalet";"2015K4";6534
"0821 Bø (Telem.)";"Folketalet ved inngangen av kvartalet";"2015K4";6060
"0821 Bø (Telem.)";"Fødde";"2015K4";13
"0821 Bø (Telem.)";"Døde";"2015K4";9
"0821 Bø (Telem.)";"Fødselsoverskot";"2015K4";4
"0821 Bø (Telem.)";"Innvandring";"2015K4";23
"0821 Bø (Telem.)";"Utvandring";"2015K4";7
"0821 Bø (Telem.)";"Innflytting, innalandsk";"2015K4";89
"0821 Bø (Telem.)";"Utflytting, innalandsk";"2015K4";68
"0821 Bø (Telem.)";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";37
"0821 Bø (Telem.)";"Folkevekst";"2015K4";41
"0821 Bø (Telem.)";"Folketalet ved utgangen av kvartalet";"2015K4";6101
"0822 Sauherad";"Folketalet ved inngangen av kvartalet";"2015K4";4351
"0822 Sauherad";"Fødde";"2015K4";5
"0822 Sauherad";"Døde";"2015K4";13
"0822 Sauherad";"Fødselsoverskot";"2015K4";-8
"0822 Sauherad";"Innvandring";"2015K4";6
"0822 Sauherad";"Utvandring";"2015K4";4
"0822 Sauherad";"Innflytting, innalandsk";"2015K4";37
"0822 Sauherad";"Utflytting, innalandsk";"2015K4";44
"0822 Sauherad";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-5
"0822 Sauherad";"Folkevekst";"2015K4";-13
"0822 Sauherad";"Folketalet ved utgangen av kvartalet";"2015K4";4338
"0826 Tinn";"Folketalet ved inngangen av kvartalet";"2015K4";5968
"0826 Tinn";"Fødde";"2015K4";9
"0826 Tinn";"Døde";"2015K4";19
"0826 Tinn";"Fødselsoverskot";"2015K4";-10
"0826 Tinn";"Innvandring";"2015K4";30
"0826 Tinn";"Utvandring";"2015K4";8
"0826 Tinn";"Innflytting, innalandsk";"2015K4";44
"0826 Tinn";"Utflytting, innalandsk";"2015K4";87
"0826 Tinn";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-21
"0826 Tinn";"Folkevekst";"2015K4";-28
"0826 Tinn";"Folketalet ved utgangen av kvartalet";"2015K4";5940
"0827 Hjartdal";"Folketalet ved inngangen av kvartalet";"2015K4";1608
"0827 Hjartdal";"Fødde";"2015K4";2
"0827 Hjartdal";"Døde";"2015K4";2
"0827 Hjartdal";"Fødselsoverskot";"2015K4";0
"0827 Hjartdal";"Innvandring";"2015K4";1
"0827 Hjartdal";"Utvandring";"2015K4";0
"0827 Hjartdal";"Innflytting, innalandsk";"2015K4";14
"0827 Hjartdal";"Utflytting, innalandsk";"2015K4";11
"0827 Hjartdal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";4
"0827 Hjartdal";"Folkevekst";"2015K4";5
"0827 Hjartdal";"Folketalet ved utgangen av kvartalet";"2015K4";1613
"0828 Seljord";"Folketalet ved inngangen av kvartalet";"2015K4";2988
"0828 Seljord";"Fødde";"2015K4";5
"0828 Seljord";"Døde";"2015K4";6
"0828 Seljord";"Fødselsoverskot";"2015K4";-1
"0828 Seljord";"Innvandring";"2015K4";0
"0828 Seljord";"Utvandring";"2015K4";5
"0828 Seljord";"Innflytting, innalandsk";"2015K4";33
"0828 Seljord";"Utflytting, innalandsk";"2015K4";24
"0828 Seljord";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";4
"0828 Seljord";"Folkevekst";"2015K4";3
"0828 Seljord";"Folketalet ved utgangen av kvartalet";"2015K4";2991
"0829 Kviteseid";"Folketalet ved inngangen av kvartalet";"2015K4";2459
"0829 Kviteseid";"Fødde";"2015K4";5
"0829 Kviteseid";"Døde";"2015K4";8
"0829 Kviteseid";"Fødselsoverskot";"2015K4";-3
"0829 Kviteseid";"Innvandring";"2015K4";1
"0829 Kviteseid";"Utvandring";"2015K4";2
"0829 Kviteseid";"Innflytting, innalandsk";"2015K4";24
"0829 Kviteseid";"Utflytting, innalandsk";"2015K4";31
"0829 Kviteseid";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-8
"0829 Kviteseid";"Folkevekst";"2015K4";-11
"0829 Kviteseid";"Folketalet ved utgangen av kvartalet";"2015K4";2448
"0830 Nissedal";"Folketalet ved inngangen av kvartalet";"2015K4";1443
"0830 Nissedal";"Fødde";"2015K4";2
"0830 Nissedal";"Døde";"2015K4";3
"0830 Nissedal";"Fødselsoverskot";"2015K4";-1
"0830 Nissedal";"Innvandring";"2015K4";8
"0830 Nissedal";"Utvandring";"2015K4";8
"0830 Nissedal";"Innflytting, innalandsk";"2015K4";13
"0830 Nissedal";"Utflytting, innalandsk";"2015K4";12
"0830 Nissedal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";1
"0830 Nissedal";"Folkevekst";"2015K4";0
"0830 Nissedal";"Folketalet ved utgangen av kvartalet";"2015K4";1443
"0831 Fyresdal";"Folketalet ved inngangen av kvartalet";"2015K4";1320
"0831 Fyresdal";"Fødde";"2015K4";2
"0831 Fyresdal";"Døde";"2015K4";4
"0831 Fyresdal";"Fødselsoverskot";"2015K4";-2
"0831 Fyresdal";"Innvandring";"2015K4";7
"0831 Fyresdal";"Utvandring";"2015K4";2
"0831 Fyresdal";"Innflytting, innalandsk";"2015K4";14
"0831 Fyresdal";"Utflytting, innalandsk";"2015K4";14
"0831 Fyresdal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";5
"0831 Fyresdal";"Folkevekst";"2015K4";3
"0831 Fyresdal";"Folketalet ved utgangen av kvartalet";"2015K4";1323
"0833 Tokke";"Folketalet ved inngangen av kvartalet";"2015K4";2245
"0833 Tokke";"Fødde";"2015K4";1
"0833 Tokke";"Døde";"2015K4";5
"0833 Tokke";"Fødselsoverskot";"2015K4";-4
"0833 Tokke";"Innvandring";"2015K4";6
"0833 Tokke";"Utvandring";"2015K4";0
"0833 Tokke";"Innflytting, innalandsk";"2015K4";14
"0833 Tokke";"Utflytting, innalandsk";"2015K4";15
"0833 Tokke";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";5
"0833 Tokke";"Folkevekst";"2015K4";1
"0833 Tokke";"Folketalet ved utgangen av kvartalet";"2015K4";2246
"0834 Vinje";"Folketalet ved inngangen av kvartalet";"2015K4";3705
"0834 Vinje";"Fødde";"2015K4";7
"0834 Vinje";"Døde";"2015K4";5
"0834 Vinje";"Fødselsoverskot";"2015K4";2
"0834 Vinje";"Innvandring";"2015K4";17
"0834 Vinje";"Utvandring";"2015K4";4
"0834 Vinje";"Innflytting, innalandsk";"2015K4";29
"0834 Vinje";"Utflytting, innalandsk";"2015K4";21
"0834 Vinje";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";21
"0834 Vinje";"Folkevekst";"2015K4";22
"0834 Vinje";"Folketalet ved utgangen av kvartalet";"2015K4";3727
"0901 Risør";"Folketalet ved inngangen av kvartalet";"2015K4";6931
"0901 Risør";"Fødde";"2015K4";17
"0901 Risør";"Døde";"2015K4";18
"0901 Risør";"Fødselsoverskot";"2015K4";-1
"0901 Risør";"Innvandring";"2015K4";23
"0901 Risør";"Utvandring";"2015K4";2
"0901 Risør";"Innflytting, innalandsk";"2015K4";54
"0901 Risør";"Utflytting, innalandsk";"2015K4";86
"0901 Risør";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-11
"0901 Risør";"Folkevekst";"2015K4";-11
"0901 Risør";"Folketalet ved utgangen av kvartalet";"2015K4";6920
"0904 Grimstad";"Folketalet ved inngangen av kvartalet";"2015K4";22455
"0904 Grimstad";"Fødde";"2015K4";56
"0904 Grimstad";"Døde";"2015K4";40
"0904 Grimstad";"Fødselsoverskot";"2015K4";16
"0904 Grimstad";"Innvandring";"2015K4";37
"0904 Grimstad";"Utvandring";"2015K4";18
"0904 Grimstad";"Innflytting, innalandsk";"2015K4";278
"0904 Grimstad";"Utflytting, innalandsk";"2015K4";222
"0904 Grimstad";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";75
"0904 Grimstad";"Folkevekst";"2015K4";95
"0904 Grimstad";"Folketalet ved utgangen av kvartalet";"2015K4";22550
"0906 Arendal";"Folketalet ved inngangen av kvartalet";"2015K4";44262
"0906 Arendal";"Fødde";"2015K4";104
"0906 Arendal";"Døde";"2015K4";81
"0906 Arendal";"Fødselsoverskot";"2015K4";23
"0906 Arendal";"Innvandring";"2015K4";67
"0906 Arendal";"Utvandring";"2015K4";46
"0906 Arendal";"Innflytting, innalandsk";"2015K4";356
"0906 Arendal";"Utflytting, innalandsk";"2015K4";350
"0906 Arendal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";27
"0906 Arendal";"Folkevekst";"2015K4";51
"0906 Arendal";"Folketalet ved utgangen av kvartalet";"2015K4";44313
"0911 Gjerstad";"Folketalet ved inngangen av kvartalet";"2015K4";2471
"0911 Gjerstad";"Fødde";"2015K4";4
"0911 Gjerstad";"Døde";"2015K4";6
"0911 Gjerstad";"Fødselsoverskot";"2015K4";-2
"0911 Gjerstad";"Innvandring";"2015K4";2
"0911 Gjerstad";"Utvandring";"2015K4";0
"0911 Gjerstad";"Innflytting, innalandsk";"2015K4";17
"0911 Gjerstad";"Utflytting, innalandsk";"2015K4";15
"0911 Gjerstad";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";4
"0911 Gjerstad";"Folkevekst";"2015K4";2
"0911 Gjerstad";"Folketalet ved utgangen av kvartalet";"2015K4";2473
"0912 Vegårshei";"Folketalet ved inngangen av kvartalet";"2015K4";2035
"0912 Vegårshei";"Fødde";"2015K4";4
"0912 Vegårshei";"Døde";"2015K4";5
"0912 Vegårshei";"Fødselsoverskot";"2015K4";-1
"0912 Vegårshei";"Innvandring";"2015K4";9
"0912 Vegårshei";"Utvandring";"2015K4";0
"0912 Vegårshei";"Innflytting, innalandsk";"2015K4";16
"0912 Vegårshei";"Utflytting, innalandsk";"2015K4";23
"0912 Vegårshei";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";2
"0912 Vegårshei";"Folkevekst";"2015K4";1
"0912 Vegårshei";"Folketalet ved utgangen av kvartalet";"2015K4";2036
"0914 Tvedestrand";"Folketalet ved inngangen av kvartalet";"2015K4";6019
"0914 Tvedestrand";"Fødde";"2015K4";9
"0914 Tvedestrand";"Døde";"2015K4";21
"0914 Tvedestrand";"Fødselsoverskot";"2015K4";-12
"0914 Tvedestrand";"Innvandring";"2015K4";9
"0914 Tvedestrand";"Utvandring";"2015K4";2
"0914 Tvedestrand";"Innflytting, innalandsk";"2015K4";57
"0914 Tvedestrand";"Utflytting, innalandsk";"2015K4";55
"0914 Tvedestrand";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";9
"0914 Tvedestrand";"Folkevekst";"2015K4";-5
"0914 Tvedestrand";"Folketalet ved utgangen av kvartalet";"2015K4";6014
"0919 Froland";"Folketalet ved inngangen av kvartalet";"2015K4";5598
"0919 Froland";"Fødde";"2015K4";19
"0919 Froland";"Døde";"2015K4";5
"0919 Froland";"Fødselsoverskot";"2015K4";14
"0919 Froland";"Innvandring";"2015K4";4
"0919 Froland";"Utvandring";"2015K4";0
"0919 Froland";"Innflytting, innalandsk";"2015K4";61
"0919 Froland";"Utflytting, innalandsk";"2015K4";60
"0919 Froland";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";5
"0919 Froland";"Folkevekst";"2015K4";20
"0919 Froland";"Folketalet ved utgangen av kvartalet";"2015K4";5618
"0926 Lillesand";"Folketalet ved inngangen av kvartalet";"2015K4";10551
"0926 Lillesand";"Fødde";"2015K4";27
"0926 Lillesand";"Døde";"2015K4";19
"0926 Lillesand";"Fødselsoverskot";"2015K4";8
"0926 Lillesand";"Innvandring";"2015K4";41
"0926 Lillesand";"Utvandring";"2015K4";3
"0926 Lillesand";"Innflytting, innalandsk";"2015K4";114
"0926 Lillesand";"Utflytting, innalandsk";"2015K4";133
"0926 Lillesand";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";19
"0926 Lillesand";"Folkevekst";"2015K4";26
"0926 Lillesand";"Folketalet ved utgangen av kvartalet";"2015K4";10577
